00002873.jpg,2,7,1,Wood/Siding,None,Single Family Dwelling
00001418.jpg,4,7,8,Concrete,None,Entertainment & Recreation
00001000.jpg,2,7,5,Wood/Siding,None,Retail or Professional Services
00001652.jpg,4,1,7,Concrete,Brick,Technology/Research
gsun_0d17b1815665a99020f9a0987f407507.jpg,4,2,20,Concrete,Wood/Siding,Lodging
00001360.jpg,2,7,1,Wood/Siding,None,Single Family Dwelling
gsun_00fecbb7f22a74ea756ff78a4b3453ce.jpg,8,8,20,Deleted,Deleted,Lodging
00002902.jpg,8,8,8,Deleted,Deleted,Entertainment & Recreation
gsun_0d34c8194cd4b6bf36f4735b63b64b0e.jpg,1,2,1,Brick,Wood/Siding,Single Family Dwelling
gsun_0ade024d8db1832195e538e59904c6cc.jpg,4,2,20,Concrete,Wood/Siding,Lodging
00004261.jpg,4,2,7,Concrete,Wood/Siding,Technology/Research
gsun_0af2c1335df365f2fd16f63f45152d5f.jpg,4,1,8,Concrete,Brick,Entertainment & Recreation
00002950.jpg,2,7,20,Wood/Siding,None,Lodging
00004223.jpg,4,7,12,Concrete,None,Emergency Response
00000408.jpg,5,2,7,Steel,Wood/Siding,Technology/Research
gsun_06883072e1498c4670ccf8c5cfb0198e.jpg,4,1,5,Concrete,Brick,Retail or Professional Services
gsun_10110708a92fdf81c5a02d5a71a4280e.jpg,4,2,3,Concrete,Wood/Siding,Medium Multi Family Dwelling - 5-50 Units
gsun_a681d7b1eb85618783fe1a37e3396847.jpg,4,7,3,Concrete,None,Medium Multi Family Dwelling - 5-50 Units
00000073.jpg,4,2,20,Concrete,Wood/Siding,Lodging
gsun_d168ed17db2a2a097b4c3b118eba105b.jpg,4,1,5,Concrete,Brick,Retail or Professional Services
sun_aejktkrdtjvdxhpz.jpg,5,3,5,Steel,Glass,Retail or Professional Services
